ID,Size,Amplitude,Time,Wrong,Device
Ryan, 0.6, 3, 0.5758827, 0, mouse
Ryan, 0.6, 3, 0.5775887, 0, mouse
Ryan, 0.6, 3, 0.5899568, 0, mouse
Ryan, 0.6, 3, 0.7290344, 0, mouse
Ryan, 0.6, 3, 0.6203992, 0, mouse
Ryan, 0.3, 3, 0.7307391, 0, mouse
Ryan, 0.3, 3, 0.9636672, 0, mouse
Ryan, 0.3, 3, 0.7499242, 0, mouse
Ryan, 0.3, 3, 0.7807201, 0, mouse
Ryan, 0.3, 3, 0.8280645, 0, mouse
Ryan, 0.3, 3, 0.7242206, 0, mouse
Ryan, 0.3, 3, 0.8004788, 0, mouse
Ryan, 0.3, 3, 0.8680239, 0, mouse
Ryan, 0.3, 3, 0.8632742, 0, mouse
Ryan, 0.3, 3, 0.7155175, 0, mouse
Ryan, 0.9, 4.5, 0.7757791, 0, mouse
Ryan, 0.9, 4.5, 0.8469125, 0, mouse
Ryan, 0.9, 4.5, 0.7751123, 0, mouse
Ryan, 0.9, 4.5, 0.5991628, 0, mouse
Ryan, 0.9, 4.5, 0.6831958, 0, mouse
Ryan, 0.9, 4.5, 0.6918373, 0, mouse
Ryan, 0.9, 4.5, 0.723738, 0, mouse
Ryan, 0.9, 4.5, 0.675521, 0, mouse
Ryan, 0.9, 4.5, 0.6931776, 0, mouse
Ryan, 0.9, 4.5, 0.8067386, 0, mouse
Ryan, 0.6, 4.5, 0.6334559, 0, mouse
Ryan, 0.6, 4.5, 0.7635988, 0, mouse
Ryan, 0.6, 4.5, 0.7676997, 0, mouse
Ryan, 0.6, 4.5, 0.6438111, 0, mouse
Ryan, 0.6, 4.5, 0.7159002, 0, mouse
Ryan, 0.6, 4.5, 0.6621147, 0, mouse
Ryan, 0.6, 4.5, 0.7286822, 0, mouse
Ryan, 0.6, 4.5, 0.776609, 0, mouse
Ryan, 0.6, 4.5, 0.7304258, 0, mouse
Ryan, 0.6, 4.5, 0.775851, 0, mouse
Ryan, 0.3, 4.5, 0.6686595, 0, mouse
Ryan, 0.3, 4.5, 0.6809705, 0, mouse
Ryan, 0.3, 4.5, 1.029196, 0, mouse
Ryan, 0.3, 4.5, 1.060697, 0, mouse
Ryan, 0.3, 4.5, 0.902665, 0, mouse
Ryan, 0.3, 4.5, 0.7403076, 0, mouse
Ryan, 0.3, 4.5, 0.7759653, 1, mouse
Ryan, 0.3, 4.5, 0.6965674, 0, mouse
Ryan, 0.3, 4.5, 0.8723475, 0, mouse
Ryan, 0.3, 4.5, 0.8139341, 0, mouse
Ryan, 0.3, 4.5, 0.6836705, 0, mouse
Ryan, 0.3, 4.5, 0.8629379, 0, mouse
Ryan, 0.3, 4.5, 1.932591, 0, mouse
Ryan, 0.3, 4.5, 0.9890385, 0, mouse
Ryan, 0.3, 4.5, 1.193522, 0, mouse
Ryan, 0.3, 4.5, 1.014611, 0, mouse
Ryan, 0.3, 4.5, 0.6895964, 0, mouse
Ryan, 0.3, 4.5, 0.7690576, 0, mouse
Ryan, 0.3, 4.5, 0.7471385, 0, mouse
Ryan, 0.3, 4.5, 0.8380081, 0, mouse
Ryan, 0.3, 4.5, 0.7082281, 0, mouse
Ryan, 0.3, 4.5, 0.913747, 0, mouse
Ryan, 0.3, 4.5, 0.6548063, 0, mouse
